timestamp,location,rainfall,humidity,temperature,wind_speed,bulan,tahun,musim
2015-04-11,Pringsewu,0.1,95,26.4,2.1,4,2015,Peralihan
2015-04-12,Tanggamus,11.1,99,28.2,2.5,4,2015,Peralihan
2015-04-13,Tulang Bawang,3.2,99,26.8,4.1,4,2015,Peralihan
2015-04-14,Tulang Bawang Barat,19.8,99,26.8,4.1,4,2015,Peralihan
2015-04-15,Way Kanan,52.1,99,27.0,6.3,4,2015,Peralihan
2015-04-16,Bandar Lampung,29.6,95,27.9,7.9,4,2015,Peralihan
2015-04-17,Metro,24.1,99,25.7,4.1,4,2015,Peralihan
2015-04-18,Lampung Barat,23.2,97,25.8,2.0,4,2015,Peralihan
2015-04-19,Lampung Selatan,15.4,96,26.0,3.6,4,2015,Peralihan
2015-04-20,Lampung Tengah,0.1,90,27.6,1.7,4,2015,Peralihan
2015-04-21,Lampung Timur,25.6,99,27.1,4.9,4,2015,Peralihan
2015-04-22,Lampung Utara,0.1,88,28.1,3.8,4,2015,Peralihan
2015-04-23,Mesuji,0.1,95,26.2,4.4,4,2015,Peralihan
2015-04-24,Pesawaran,6.8,98,26.1,1.7,4,2015,Peralihan
2015-04-25,Pesisir Barat,16.1,99,25.1,4.0,4,2015,Peralihan
2015-04-26,Pringsewu,17.3,94,26.3,1.9,4,2015,Peralihan
2015-04-27,Tanggamus,0.1,88,25.9,3.8,4,2015,Peralihan
2015-04-28,Tulang Bawang,0.1,93,25.6,2.5,4,2015,Peralihan
2015-04-29,Tulang Bawang Barat,25.2,94,26.6,5.5,4,2015,Peralihan
2015-04-30,Way Kanan,7.4,88,27.6,1.4,4,2015,Peralihan
2015-05-01,Bandar Lampung,0.1,71,28.3,3.5,5,2015,Peralihan
2015-05-02,Metro,0.1,62,31.4,2.0,5,2015,Peralihan
2015-05-03,Lampung Barat,0.1,69,29.4,4.1,5,2015,Peralihan
2015-05-04,Lampung Selatan,0.1,73,30.2,3.4,5,2015,Peralihan
2015-05-05,Lampung Tengah,0.1,76,27.8,3.4,5,2015,Peralihan
2015-05-06,Lampung Timur,0.1,75,29.6,3.6,5,2015,Peralihan
2015-05-07,Lampung Utara,0.1,71,29.3,3.3,5,2015,Peralihan
2015-05-08,Mesuji,0.1,67,28.8,3.8,5,2015,Peralihan
2015-05-09,Pesawaran,0.1,79,29.5,5.1,5,2015,Peralihan
2015-05-10,Pesisir Barat,0.1,61,29.6,3.9,5,2015,Peralihan
2015-05-11,Pringsewu,0.1,78,30.1,2.9,5,2015,Peralihan
2015-05-12,Tanggamus,0.1,78,29.4,2.4,5,2015,Peralihan
2015-05-13,Tulang Bawang,0.1,65,30.4,4.2,5,2015,Peralihan
2015-05-14,Tulang Bawang Barat,3.4,75,28.9,1.7,5,2015,Peralihan
2015-05-15,Way Kanan,0.1,72,28.1,3.6,5,2015,Peralihan
2015-05-16,Bandar Lampung,0.1,71,30.8,3.6,5,2015,Peralihan
2015-05-17,Metro,0.1,67,31.1,4.7,5,2015,Peralihan
2015-05-18,Lampung Barat,0.1,68,29.8,5.3,5,2015,Peralihan
2015-05-19,Lampung Selatan,0.1,67,31.7,3.1,5,2015,Peralihan
2015-05-20,Lampung Tengah,0.1,64,28.2,4.6,5,2015,Peralihan
2015-05-21,Lampung Timur,0.1,73,28.9,4.0,5,2015,Peralihan
2015-05-22,Lampung Utara,0.1,73,31.5,4.2,5,2015,Peralihan
2015-05-23,Mesuji,0.1,81,28.4,4.3,5,2015,Peralihan
2015-05-24,Pesawaran,0.1,75,28.6,2.5,5,2015,Peralihan
2015-05-25,Pesisir Barat,6.0,70,32.0,3.2,5,2015,Peralihan
2015-05-26,Pringsewu,0.1,62,30.0,2.6,5,2015,Peralihan
2015-05-27,Tanggamus,0.1,73,29.0,3.6,5,2015,Peralihan
2015-05-28,Tulang Bawang,2.5,76,31.0,2.5,5,2015,Peralihan
2015-05-29,Tulang Bawang Barat,0.1,68,29.9,4.5,5,2015,Peralihan
2015-05-30,Way Kanan,0.1,64,30.0,2.3,5,2015,Peralihan
2015-05-31,Bandar Lampung,0.1,75,29.1,4.9,5,2015,Peralihan
2015-06-01,Metro,0.1,75,29.8,1.5,6,2015,Musim Kemarau
2015-06-02,Lampung Barat,0.1,60,30.2,3.9,6,2015,Musim Kemarau
2015-06-03,Lampung Selatan,0.1,61,29.6,3.6,6,2015,Musim Kemarau
2015-06-04,Lampung Tengah,0.1,71,30.5,3.0,6,2015,Musim Kemarau
2015-06-05,Lampung Timur,0.1,59,30.3,4.8,6,2015,Musim Kemarau
2015-06-06,Lampung Utara,0.1,67,29.7,5.0,6,2015,Musim Kemarau
2015-06-07,Mesuji,0.1,72,31.3,2.2,6,2015,Musim Kemarau
2015-06-08,Pesawaran,0.1,60,30.1,2.5,6,2015,Musim Kemarau
2015-06-09,Pesisir Barat,0.1,66,27.6,4.1,6,2015,Musim Kemarau
2015-06-10,Pringsewu,0.1,63,29.5,3.7,6,2015,Musim Kemarau
2015-06-11,Tanggamus,0.1,64,30.3,3.4,6,2015,Musim Kemarau
2015-06-12,Tulang Bawang,0.1,78,28.0,2.6,6,2015,Musim Kemarau
2015-06-13,Tulang Bawang Barat,0.1,67,29.0,4.8,6,2015,Musim Kemarau
2015-06-14,Way Kanan,0.1,72,30.3,4.5,6,2015,Musim Kemarau
2015-06-15,Bandar Lampung,0.1,61,30.3,2.6,6,2015,Musim Kemarau
2015-06-16,Metro,0.1,59,31.0,4.2,6,2015,Musim Kemarau
2015-06-17,Lampung Barat,0.1,80,29.2,3.8,6,2015,Musim Kemarau
2015-06-18,Lampung Selatan,0.1,59,29.9,2.8,6,2015,Musim Kemarau
2015-06-19,Lampung Tengah,0.1,62,30.1,3.2,6,2015,Musim Kemarau
2015-06-20,Lampung Timur,8.4,72,29.6,2.1,6,2015,Musim Kemarau
2015-06-21,Lampung Utara,0.1,73,29.2,4.1,6,2015,Musim Kemarau
2015-06-22,Mesuji,0.1,69,28.0,2.7,6,2015,Musim Kemarau
2015-06-23,Pesawaran,0.1,69,30.4,2.7,6,2015,Musim Kemarau
2015-06-24,Pesisir Barat,0.1,78,29.8,1.8,6,2015,Musim Kemarau
2015-06-25,Pringsewu,0.1,71,28.1,4.5,6,2015,Musim Kemarau
2015-06-26,Tanggamus,0.1,74,30.3,4.1,6,2015,Musim Kemarau
2015-06-27,Tulang Bawang,0.1,64,31.4,5.4,6,2015,Musim Kemarau
2015-06-28,Tulang Bawang Barat,0.1,73,27.9,4.5,6,2015,Musim Kemarau
2015-06-29,Way Kanan,5.4,76,29.8,1.6,6,2015,Musim Kemarau
2015-06-30,Bandar Lampung,2.5,86,30.3,3.5,6,2015,Musim Kemarau
2015-07-01,Metro,0.1,67,28.1,4.3,7,2015,Musim Kemarau
2015-07-02,Lampung Barat,0.1,66,29.3,1.5,7,2015,Musim Kemarau
2015-07-03,Lampung Selatan,0.1,62,29.9,4.5,7,2015,Musim Kemarau
2015-07-04,Lampung Tengah,0.1,61,28.8,4.4,7,2015,Musim Kemarau
2015-07-05,Lampung Timur,0.1,67,30.8,3.9,7,2015,Musim Kemarau
2015-07-06,Lampung Utara,0.1,71,28.7,3.6,7,2015,Musim Kemarau
2015-07-07,Mesuji,0.1,78,30.0,3.5,7,2015,Musim Kemarau
2015-07-08,Pesawaran,0.1,70,31.1,3.4,7,2015,Musim Kemarau
2015-07-09,Pesisir Barat,0.1,78,29.6,4.9,7,2015,Musim Kemarau
2015-07-10,Pringsewu,0.1,73,30.1,4.5,7,2015,Musim Kemarau
2015-07-11,Tanggamus,0.1,68,28.9,5.3,7,2015,Musim Kemarau
2015-07-12,Tulang Bawang,0.1,68,28.9,2.4,7,2015,Musim Kemarau
2015-07-13,Tulang Bawang Barat,6.7,70,31.3,3.1,7,2015,Musim Kemarau
2015-07-14,Way Kanan,0.1,60,29.3,4.0,7,2015,Musim Kemarau
2015-07-15,Bandar Lampung,6.2,64,30.0,3.6,7,2015,Musim Kemarau
2015-07-16,Metro,0.1,73,31.7,2.9,7,2015,Musim Kemarau
2015-07-17,Lampung Barat,0.1,63,30.7,2.7,7,2015,Musim Kemarau
2015-07-18,Lampung Selatan,0.1,70,29.1,2.7,7,2015,Musim Kemarau
2015-07-19,Lampung Tengah,0.1,78,30.2,3.9,7,2015,Musim Kemarau
2015-07-20,Lampung Timur,2.9,67,30.5,1.9,7,2015,Musim Kemarau
2015-07-21,Lampung Utara,0.1,69,30.1,3.0,7,2015,Musim Kemarau
2015-07-22,Mesuji,0.1,70,29.1,2.5,7,2015,Musim Kemarau
2015-07-23,Pesawaran,0.1,73,30.6,2.4,7,2015,Musim Kemarau
2015-07-24,Pesisir Barat,0.1,78,29.4,2.9,7,2015,Musim Kemarau
2015-07-25,Pringsewu,0.1,63,31.5,3.7,7,2015,Musim Kemarau
2015-07-26,Tanggamus,0.1,69,30.2,4.6,7,2015,Musim Kemarau
2015-07-27,Tulang Bawang,0.1,67,31.3,3.1,7,2015,Musim Kemarau
2015-07-28,Tulang Bawang Barat,0.1,66,30.8,3.5,7,2015,Musim Kemarau
2015-07-29,Way Kanan,0.1,62,30.8,2.9,7,2015,Musim Kemarau
2015-07-30,Bandar Lampung,0.1,62,31.1,4.4,7,2015,Musim Kemarau
2015-07-31,Metro,0.1,68,31.6,4.3,7,2015,Musim Kemarau
2015-08-01,Lampung Barat,0.1,79,29.0,4.1,8,2015,Musim Kemarau
2015-08-02,Lampung Selatan,0.1,76,30.1,3.5,8,2015,Musim Kemarau
2015-08-03,Lampung Tengah,0.1,66,31.2,1.8,8,2015,Musim Kemarau
2015-08-04,Lampung Timur,0.1,71,28.1,3.6,8,2015,Musim Kemarau
2015-08-05,Lampung Utara,0.1,70,30.4,3.7,8,2015,Musim Kemarau
2015-08-06,Mesuji,0.1,59,30.9,4.7,8,2015,Musim Kemarau
2015-08-07,Pesawaran,0.1,60,29.4,3.0,8,2015,Musim Kemarau
2015-08-08,Pesisir Barat,0.1,63,31.7,2.6,8,2015,Musim Kemarau
2015-08-09,Pringsewu,0.1,67,30.8,2.5,8,2015,Musim Kemarau
2015-08-10,Tanggamus,0.1,73,30.5,3.6,8,2015,Musim Kemarau
2015-08-11,Tulang Bawang,0.1,65,30.0,2.7,8,2015,Musim Kemarau
2015-08-12,Tulang Bawang Barat,0.1,77,29.9,3.6,8,2015,Musim Kemarau
2015-08-13,Way Kanan,0.1,63,29.9,4.8,8,2015,Musim Kemarau
2015-08-14,Bandar Lampung,0.1,67,29.0,5.5,8,2015,Musim Kemarau
2015-08-15,Metro,0.1,63,30.2,4.2,8,2015,Musim Kemarau
2015-08-16,Lampung Barat,2.7,81,30.2,4.4,8,2015,Musim Kemarau
2015-08-17,Lampung Selatan,0.1,61,31.0,5.3,8,2015,Musim Kemarau
2015-08-18,Lampung Tengah,0.1,59,31.6,3.2,8,2015,Musim Kemarau
2015-08-19,Lampung Timur,0.1,67,29.6,1.7,8,2015,Musim Kemarau
2015-08-20,Lampung Utara,0.1,65,30.1,4.6,8,2015,Musim Kemarau
2015-08-21,Mesuji,0.1,60,29.6,1.9,8,2015,Musim Kemarau
2015-08-22,Pesawaran,0.1,72,30.1,2.4,8,2015,Musim Kemarau
2015-08-23,Pesisir Barat,0.1,75,29.5,2.7,8,2015,Musim Kemarau
2015-08-24,Pringsewu,0.1,69,29.8,5.2,8,2015,Musim Kemarau
2015-08-25,Tanggamus,0.1,72,28.4,4.4,8,2015,Musim Kemarau
2015-08-26,Tulang Bawang,0.1,66,29.3,4.1,8,2015,Musim Kemarau
2015-08-27,Tulang Bawang Barat,0.1,78,29.4,3.4,8,2015,Musim Kemarau
2015-08-28,Way Kanan,0.1,61,30.2,5.2,8,2015,Musim Kemarau
2015-08-29,Bandar Lampung,0.1,59,32.0,3.4,8,2015,Musim Kemarau
2015-08-30,Metro,0.1,77,29.0,4.9,8,2015,Musim Kemarau
2015-08-31,Lampung Barat,4.6,80,28.5,3.1,8,2015,Musim Kemarau
2015-09-01,Lampung Selatan,0.1,73,30.3,3.0,9,2015,Musim Kemarau
2015-09-02,Lampung Tengah,0.1,74,28.0,4.7,9,2015,Musim Kemarau
2015-09-03,Lampung Timur,0.1,60,31.2,4.9,9,2015,Musim Kemarau
2015-09-04,Lampung Utara,0.1,65,30.7,3.7,9,2015,Musim Kemarau
2015-09-05,Mesuji,8.6,78,30.5,4.1,9,2015,Musim Kemarau
2015-09-06,Pesawaran,0.1,72,30.2,3.0,9,2015,Musim Kemarau
2015-09-07,Pesisir Barat,0.1,69,31.2,3.2,9,2015,Musim Kemarau
2015-09-08,Pringsewu,0.1,72,31.6,2.7,9,2015,Musim Kemarau
2015-09-09,Tanggamus,0.1,65,27.9,2.5,9,2015,Musim Kemarau
2015-09-10,Tulang Bawang,0.1,61,29.9,4.6,9,2015,Musim Kemarau
2015-09-11,Tulang Bawang Barat,0.1,73,28.1,1.7,9,2015,Musim Kemarau
2015-09-12,Way Kanan,0.1,65,29.6,2.7,9,2015,Musim Kemarau
2015-09-13,Bandar Lampung,0.1,60,32.1,2.5,9,2015,Musim Kemarau
2015-09-14,Metro,0.1,64,29.2,3.9,9,2015,Musim Kemarau
2015-09-15,Lampung Barat,0.1,76,28.4,3.0,9,2015,Musim Kemarau
2015-09-16,Lampung Selatan,0.1,72,29.8,4.7,9,2015,Musim Kemarau
2015-09-17,Lampung Tengah,0.1,71,30.8,3.1,9,2015,Musim Kemarau
2015-09-18,Lampung Timur,0.1,71,30.2,1.8,9,2015,Musim Kemarau
2015-09-19,Lampung Utara,0.1,61,30.8,2.0,9,2015,Musim Kemarau
2015-09-20,Mesuji,3.7,73,30.4,4.4,9,2015,Musim Kemarau
2015-09-21,Pesawaran,0.1,75,30.3,2.8,9,2015,Musim Kemarau
2015-09-22,Pesisir Barat,0.1,66,31.0,3.4,9,2015,Musim Kemarau
2015-09-23,Pringsewu,0.1,67,29.2,3.2,9,2015,Musim Kemarau
2015-09-24,Tanggamus,0.6,71,31.1,3.1,9,2015,Musim Kemarau
2015-09-25,Tulang Bawang,0.1,79,29.5,5.0,9,2015,Musim Kemarau
2015-09-26,Tulang Bawang Barat,0.1,71,30.9,1.3,9,2015,Musim Kemarau
2015-09-27,Way Kanan,7.2,74,28.7,4.2,9,2015,Musim Kemarau
2015-09-28,Bandar Lampung,0.1,59,30.7,2.0,9,2015,Musim Kemarau
2015-09-29,Metro,0.1,58,32.0,2.4,9,2015,Musim Kemarau
2015-09-30,Lampung Barat,6.8,68,30.2,2.5,9,2015,Musim Kemarau
2015-10-01,Lampung Selatan,0.1,93,26.7,2.7,10,2015,Peralihan
2015-10-02,Lampung Tengah,0.1,83,27.2,3.6,10,2015,Peralihan
2015-10-03,Lampung Timur,16.9,93,26.3,2.8,10,2015,Peralihan
2015-10-04,Lampung Utara,0.1,94,28.2,3.6,10,2015,Peralihan
2015-10-05,Mesuji,69.1,99,27.0,5.1,10,2015,Peralihan
2015-10-06,Pesawaran,0.1,83,25.9,2.2,10,2015,Peralihan
2015-10-07,Pesisir Barat,41.6,99,25.5,3.7,10,2015,Peralihan
2015-10-08,Pringsewu,2.4,94,27.3,1.8,10,2015,Peralihan
2015-10-09,Tanggamus,0.1,92,25.2,2.7,10,2015,Peralihan
2015-10-10,Tulang Bawang,0.1,84,25.7,2.7,10,2015,Peralihan
2015-10-11,Tulang Bawang Barat,0.1,97,27.8,3.0,10,2015,Peralihan
2015-10-12,Way Kanan,0.1,82,27.4,4.0,10,2015,Peralihan
2015-10-13,Bandar Lampung,1.3,90,26.7,3.5,10,2015,Peralihan
2015-10-14,Metro,0.1,93,26.6,3.1,10,2015,Peralihan
2015-10-15,Lampung Barat,6.1,97,26.3,1.2,10,2015,Peralihan
2015-10-16,Lampung Selatan,0.1,91,26.5,2.6,10,2015,Peralihan
2015-10-17,Lampung Tengah,0.1,97,26.4,1.9,10,2015,Peralihan
2015-10-18,Lampung Timur,100.4,98,26.2,5.4,10,2015,Peralihan
2015-10-19,Lampung Utara,17.2,99,25.8,4.4,10,2015,Peralihan
2015-10-20,Mesuji,0.1,83,25.2,2.4,10,2015,Peralihan
2015-10-21,Pesawaran,13.6,87,27.6,4.3,10,2015,Peralihan
2015-10-22,Pesisir Barat,0.1,88,26.2,1.5,10,2015,Peralihan
2015-10-23,Pringsewu,14.9,99,28.1,2.8,10,2015,Peralihan
2015-10-24,Tanggamus,17.3,99,27.5,4.0,10,2015,Peralihan
2015-10-25,Tulang Bawang,0.1,83,26.4,3.9,10,2015,Peralihan
2015-10-26,Tulang Bawang Barat,19.9,91,27.8,1.3,10,2015,Peralihan
2015-10-27,Way Kanan,21.4,88,26.9,3.5,10,2015,Peralihan
2015-10-28,Bandar Lampung,0.1,90,26.1,3.1,10,2015,Peralihan
2015-10-29,Metro,0.1,98,26.9,3.3,10,2015,Peralihan
2015-10-30,Lampung Barat,0.1,81,27.5,2.0,10,2015,Peralihan
2015-10-31,Lampung Selatan,16.1,84,27.4,1.3,10,2015,Peralihan
2015-11-01,Lampung Tengah,0.1,99,26.3,3.2,11,2015,Peralihan
2015-11-02,Lampung Timur,4.3,90,27.5,4.4,11,2015,Peralihan
2015-11-03,Lampung Utara,0.1,86,28.4,1.3,11,2015,Peralihan
2015-11-04,Mesuji,0.1,94,26.0,2.5,11,2015,Peralihan
2015-11-05,Pesawaran,65.7,99,25.9,4.9,11,2015,Peralihan
2015-11-06,Pesisir Barat,65.8,96,27.1,7.8,11,2015,Peralihan
2015-11-07,Pringsewu,15.8,96,27.6,2.4,11,2015,Peralihan
2015-11-08,Tanggamus,20.9,98,26.3,2.8,11,2015,Peralihan
2015-11-09,Tulang Bawang,20.6,98,25.3,1.3,11,2015,Peralihan
2015-11-10,Tulang Bawang Barat,9.1,84,27.9,2.0,11,2015,Peralihan
2015-11-11,Way Kanan,8.4,83,28.7,3.4,11,2015,Peralihan
2015-11-12,Bandar Lampung,0.1,85,24.7,2.6,11,2015,Peralihan
2015-11-13,Metro,0.1,99,25.1,3.3,11,2015,Peralihan
2015-11-14,Lampung Barat,0.1,92,26.4,4.1,11,2015,Peralihan
2015-11-15,Lampung Selatan,27.1,98,26.2,4.5,11,2015,Peralihan
2015-11-16,Lampung Tengah,16.3,90,26.6,3.1,11,2015,Peralihan
2015-11-17,Lampung Timur,0.1,84,25.4,3.4,11,2015,Peralihan
2015-11-18,Lampung Utara,0.1,89,26.0,4.2,11,2015,Peralihan
2015-11-19,Mesuji,0.1,85,28.2,2.3,11,2015,Peralihan
2015-11-20,Pesawaran,19.0,99,25.5,1.3,11,2015,Peralihan
2015-11-21,Pesisir Barat,5.2,97,27.4,3.1,11,2015,Peralihan
2015-11-22,Pringsewu,3.6,92,26.0,2.7,11,2015,Peralihan
2015-11-23,Tanggamus,0.1,91,26.5,4.0,11,2015,Peralihan
2015-11-24,Tulang Bawang,23.1,96,27.7,1.6,11,2015,Peralihan
2015-11-25,Tulang Bawang Barat,15.0,99,26.7,1.5,11,2015,Peralihan
2015-11-26,Way Kanan,0.1,81,27.0,1.9,11,2015,Peralihan
2015-11-27,Bandar Lampung,0.1,78,27.9,1.7,11,2015,Peralihan
2015-11-28,Metro,22.2,91,25.3,1.3,11,2015,Peralihan
2015-11-29,Lampung Barat,0.1,99,25.7,3.3,11,2015,Peralihan
2015-11-30,Lampung Selatan,0.1,93,26.5,2.7,11,2015,Peralihan
2015-12-01,Lampung Tengah,0.1,86,27.1,2.8,12,2015,Musim Hujan
