sensor_id,timestamp,moisture_percent,soil_temperature_c,conductivity_ms_cm
SM001,2025-04-30T03:39:21.304242,54.5,27.4,1.21
SM001,2025-04-30T04:39:21.304242,60.1,27.2,1.156
SM001,2025-04-30T05:39:21.304242,58.2,26.4,1.014
SM001,2025-04-30T06:39:21.304242,66.0,26.4,1.416
SM001,2025-04-30T07:39:21.304242,57.1,26.3,1.143
SM001,2025-04-30T08:39:21.304242,57.8,26.8,1.25
SM001,2025-04-30T09:39:21.304242,57.1,26.3,0.935
SM001,2025-04-30T10:39:21.304242,55.9,26.2,1.073
SM001,2025-04-30T11:39:21.304242,50.0,26.6,1.168
SM001,2025-04-30T12:39:21.304242,58.3,26.6,1.129
SM001,2025-04-30T13:39:21.304242,54.9,26.2,1.18
SM001,2025-04-30T14:39:21.304242,49.6,26.9,1.17
SM001,2025-04-30T15:39:21.304242,53.7,26.9,0.935
SM001,2025-04-30T16:39:21.304242,57.2,27.0,1.116
SM001,2025-04-30T17:39:21.304242,60.0,27.1,1.202
SM001,2025-04-30T18:39:21.304242,57.4,26.8,1.174
SM001,2025-04-30T19:39:21.304242,61.4,25.9,1.206
SM001,2025-04-30T20:39:21.304242,60.6,26.3,1.201
SM001,2025-04-30T21:39:21.304242,62.9,27.3,1.151
SM001,2025-04-30T22:39:21.304242,61.6,27.6,1.154
SM001,2025-04-30T23:39:21.304242,56.4,26.6,1.103
SM001,2025-05-01T00:39:21.304242,54.5,27.1,0.993
SM001,2025-05-01T01:39:21.304242,67.5,27.0,1.402
SM001,2025-05-01T02:39:21.304242,56.0,26.9,1.252
SM001,2025-05-01T03:39:21.304242,55.1,25.9,1.009
SM001,2025-05-01T04:39:21.304242,57.4,27.1,1.242
SM001,2025-05-01T05:39:21.304242,60.8,27.3,1.179
SM001,2025-05-01T06:39:21.304242,61.8,27.3,1.252
SM001,2025-05-01T07:39:21.304242,57.6,27.7,1.214
SM001,2025-05-01T08:39:21.304242,54.4,27.4,1.057
SM001,2025-05-01T09:39:21.304242,60.6,26.7,1.375
SM001,2025-05-01T10:39:21.304242,55.7,27.0,1.282
SM001,2025-05-01T11:39:21.304242,52.5,27.1,1.007
SM001,2025-05-01T12:39:21.304242,50.1,27.1,1.004
SM001,2025-05-01T13:39:21.304242,49.0,27.3,1.125
SM001,2025-05-01T14:39:21.304242,48.6,26.3,0.991
SM001,2025-05-01T15:39:21.304242,53.7,26.3,1.205
SM001,2025-05-01T16:39:21.304242,58.5,26.6,1.057
SM001,2025-05-01T17:39:21.304242,70.6,27.6,1.365
SM001,2025-05-01T18:39:21.304242,59.8,27.0,1.396
SM001,2025-05-01T19:39:21.304242,58.8,26.7,1.062
SM001,2025-05-01T20:39:21.304242,60.9,27.7,1.211
SM001,2025-05-01T21:39:21.304242,61.8,27.0,1.165
SM001,2025-05-01T22:39:21.304242,61.0,27.1,1.231
SM001,2025-05-01T23:39:21.304242,58.5,26.5,1.118
SM001,2025-05-02T00:39:21.304242,76.1,26.7,1.349
SM001,2025-05-02T01:39:21.304242,55.9,27.0,1.114
SM001,2025-05-02T02:39:21.304242,51.8,26.0,1.015
SM001,2025-05-02T03:39:21.304242,59.3,26.4,1.151
SM001,2025-05-02T04:39:21.304242,61.5,27.0,1.257
SM001,2025-05-02T05:39:21.304242,57.0,27.4,1.247
SM001,2025-05-02T06:39:21.304242,57.8,26.8,0.962
SM001,2025-05-02T07:39:21.304242,59.9,26.8,1.181
SM001,2025-05-02T08:39:21.304242,53.8,27.2,1.254
SM001,2025-05-02T09:39:21.304242,56.4,27.0,1.106
SM001,2025-05-02T10:39:21.304242,58.0,27.0,0.978
SM001,2025-05-02T11:39:21.304242,55.3,26.2,1.131
SM001,2025-05-02T12:39:21.304242,50.8,26.0,1.175
SM001,2025-05-02T13:39:21.304242,51.6,27.8,0.886
SM001,2025-05-02T14:39:21.304242,63.1,25.7,1.273
SM001,2025-05-02T15:39:21.304242,50.9,26.6,1.007
SM001,2025-05-02T16:39:21.304242,58.2,26.3,1.003
SM001,2025-05-02T17:39:21.304242,58.5,27.8,0.89
SM001,2025-05-02T18:39:21.304242,52.2,26.5,1.076
SM001,2025-05-02T19:39:21.304242,61.7,26.0,1.302
SM001,2025-05-02T20:39:21.304242,58.3,27.7,1.138
SM001,2025-05-02T21:39:21.304242,56.0,27.4,1.19
SM001,2025-05-02T22:39:21.304242,53.3,26.2,0.831
SM001,2025-05-02T23:39:21.304242,59.7,27.1,1.101
SM001,2025-05-03T00:39:21.304242,59.4,26.9,1.143
SM001,2025-05-03T01:39:21.304242,58.3,27.4,1.134
SM001,2025-05-03T02:39:21.304242,56.4,26.6,1.027
SM001,2025-05-03T03:39:21.304242,54.0,26.4,1.034
SM001,2025-05-03T04:39:21.304242,60.8,26.5,1.36
SM001,2025-05-03T05:39:21.304242,55.5,26.6,0.92
SM001,2025-05-03T06:39:21.304242,56.9,26.3,1.072
SM001,2025-05-03T07:39:21.304242,56.2,26.6,1.115
SM001,2025-05-03T08:39:21.304242,52.9,27.1,0.94
SM001,2025-05-03T09:39:21.304242,47.6,26.8,0.797
SM001,2025-05-03T10:39:21.304242,53.0,26.5,1.053
SM001,2025-05-03T11:39:21.304242,51.6,26.7,0.824
SM001,2025-05-03T12:39:21.304242,57.7,26.7,1.306
SM001,2025-05-03T13:39:21.304242,46.7,25.9,0.902
SM001,2025-05-03T14:39:21.304242,52.2,26.2,0.935
SM001,2025-05-03T15:39:21.304242,52.0,26.5,1.071
SM001,2025-05-03T16:39:21.304242,52.6,25.7,1.137
SM001,2025-05-03T17:39:21.304242,54.9,26.6,0.961
SM001,2025-05-03T18:39:21.304242,60.1,26.0,1.326
SM001,2025-05-03T19:39:21.304242,58.4,26.7,1.173
SM001,2025-05-03T20:39:21.304242,56.9,27.2,1.131
SM001,2025-05-03T21:39:21.304242,55.1,26.4,1.18
SM001,2025-05-03T22:39:21.304242,63.6,26.6,1.291
SM001,2025-05-03T23:39:21.304242,56.2,26.4,1.163
SM001,2025-05-04T00:39:21.304242,53.6,27.1,0.997
SM001,2025-05-04T01:39:21.304242,57.3,26.3,1.097
SM001,2025-05-04T02:39:21.304242,57.8,26.7,1.123
SM001,2025-05-04T03:39:21.304242,50.7,26.4,1.048
SM001,2025-05-04T04:39:21.304242,64.4,26.5,1.22
SM001,2025-05-04T05:39:21.304242,57.6,26.6,1.108
SM001,2025-05-04T06:39:21.304242,56.6,26.6,1.188
SM001,2025-05-04T07:39:21.304242,55.3,27.0,0.91
SM001,2025-05-04T08:39:21.304242,60.5,27.7,1.205
SM001,2025-05-04T09:39:21.304242,58.4,26.4,1.364
SM001,2025-05-04T10:39:21.304242,51.4,26.3,0.958
SM001,2025-05-04T11:39:21.304242,51.5,25.9,1.056
SM001,2025-05-04T12:39:21.304242,54.2,26.8,1.019
SM001,2025-05-04T13:39:21.304242,50.5,26.4,0.997
SM001,2025-05-04T14:39:21.304242,51.6,26.5,0.922
SM001,2025-05-04T15:39:21.304242,55.6,26.4,1.108
SM001,2025-05-04T16:39:21.304242,53.5,26.3,1.179
SM001,2025-05-04T17:39:21.304242,76.0,27.7,1.249
SM001,2025-05-04T18:39:21.304242,54.8,27.2,1.103
SM001,2025-05-04T19:39:21.304242,59.0,27.3,1.213
SM001,2025-05-04T20:39:21.304242,54.5,26.7,1.088
SM001,2025-05-04T21:39:21.304242,57.8,26.5,1.156
SM001,2025-05-04T22:39:21.304242,57.1,27.0,1.214
SM001,2025-05-04T23:39:21.304242,53.9,26.2,1.034
SM001,2025-05-05T00:39:21.304242,59.4,26.6,1.166
SM001,2025-05-05T01:39:21.304242,62.0,26.9,1.264
SM001,2025-05-05T02:39:21.304242,58.9,26.0,1.083
SM001,2025-05-05T03:39:21.304242,58.2,26.3,1.196
SM001,2025-05-05T04:39:21.304242,56.2,27.0,1.185
SM001,2025-05-05T05:39:21.304242,57.8,27.8,1.044
SM001,2025-05-05T06:39:21.304242,62.3,26.5,1.207
SM001,2025-05-05T07:39:21.304242,57.7,26.1,1.24
SM001,2025-05-05T08:39:21.304242,56.7,27.2,1.124
SM001,2025-05-05T09:39:21.304242,57.5,26.8,1.288
SM001,2025-05-05T10:39:21.304242,55.2,27.1,1.146
SM001,2025-05-05T11:39:21.304242,48.3,26.4,0.806
SM001,2025-05-05T12:39:21.304242,58.0,27.0,1.126
SM001,2025-05-05T13:39:21.304242,53.2,26.6,0.897
SM001,2025-05-05T14:39:21.304242,65.8,27.0,1.373
SM001,2025-05-05T15:39:21.304242,65.1,27.5,1.113
SM001,2025-05-05T16:39:21.304242,59.4,27.1,1.256
SM001,2025-05-05T17:39:21.304242,57.6,27.4,1.295
SM001,2025-05-05T18:39:21.304242,62.0,26.8,1.174
SM001,2025-05-05T19:39:21.304242,59.9,27.3,1.211
SM001,2025-05-05T20:39:21.304242,55.1,27.0,0.976
SM001,2025-05-05T21:39:21.304242,56.7,26.3,1.089
SM001,2025-05-05T22:39:21.304242,54.4,26.7,1.132
SM001,2025-05-05T23:39:21.304242,59.4,26.8,1.165
SM001,2025-05-06T00:39:21.304242,63.6,26.6,1.234
SM001,2025-05-06T01:39:21.304242,54.1,27.0,0.947
SM001,2025-05-06T02:39:21.304242,59.1,26.8,1.12
SM001,2025-05-06T03:39:21.304242,54.1,25.8,1.162
SM001,2025-05-06T04:39:21.304242,60.0,26.7,1.139
SM001,2025-05-06T05:39:21.304242,78.3,26.7,1.511
SM001,2025-05-06T06:39:21.304242,62.0,27.3,1.281
SM001,2025-05-06T07:39:21.304242,53.6,27.2,0.993
SM001,2025-05-06T08:39:21.304242,56.7,27.3,1.024
SM001,2025-05-06T09:39:21.304242,49.9,25.7,0.876
SM001,2025-05-06T10:39:21.304242,46.1,26.1,1.01
SM001,2025-05-06T11:39:21.304242,47.9,27.5,1.166
SM001,2025-05-06T12:39:21.304242,56.0,27.3,1.146
SM001,2025-05-06T13:39:21.304242,51.8,25.9,0.968
SM001,2025-05-06T14:39:21.304242,48.4,26.6,0.834
SM001,2025-05-06T15:39:21.304242,49.9,26.6,0.954
SM001,2025-05-06T16:39:21.304242,58.3,27.7,1.094
SM001,2025-05-06T17:39:21.304242,60.9,26.9,1.367
SM001,2025-05-06T18:39:21.304242,54.5,27.2,1.176
SM001,2025-05-06T19:39:21.304242,62.2,27.1,1.221
SM001,2025-05-06T20:39:21.304242,54.0,26.6,1.208
SM001,2025-05-06T21:39:21.304242,71.5,27.5,1.541
SM001,2025-05-06T22:39:21.304242,63.1,26.9,1.192
SM001,2025-05-06T23:39:21.304242,57.6,26.8,1.295
SM001,2025-05-07T00:39:21.304242,58.7,26.3,1.05
SM001,2025-05-07T01:39:21.304242,56.4,27.4,0.954
SM001,2025-05-07T02:39:21.304242,57.4,26.6,1.29
SM001,2025-05-07T03:39:21.304242,60.2,26.3,1.257
SM001,2025-05-07T04:39:21.304242,55.2,27.5,1.221
SM001,2025-05-07T05:39:21.304242,55.5,26.5,1.007
SM001,2025-05-07T06:39:21.304242,54.2,27.2,1.142
SM001,2025-05-07T07:39:21.304242,57.0,26.1,1.184
SM001,2025-05-07T08:39:21.304242,49.8,26.9,0.899
SM001,2025-05-07T09:39:21.304242,55.0,27.1,1.172
SM001,2025-05-07T10:39:21.304242,71.2,27.1,1.49
SM001,2025-05-07T11:39:21.304242,50.5,27.0,1.037
SM001,2025-05-07T12:39:21.304242,48.6,26.3,0.838
SM001,2025-05-07T13:39:21.304242,49.4,27.1,0.986
SM001,2025-05-07T14:39:21.304242,54.9,26.9,1.149
SM001,2025-05-07T15:39:21.304242,53.4,27.2,1.083
SM001,2025-05-07T16:39:21.304242,52.9,26.7,0.978
SM001,2025-05-07T17:39:21.304242,54.6,27.5,0.996
SM001,2025-05-07T18:39:21.304242,48.1,26.9,0.926
SM001,2025-05-07T19:39:21.304242,60.3,27.2,1.206
SM001,2025-05-07T20:39:21.304242,57.0,26.7,1.149
SM001,2025-05-07T21:39:21.304242,60.5,26.8,1.188
SM001,2025-05-07T22:39:21.304242,60.9,27.3,1.122
SM001,2025-05-07T23:39:21.304242,59.2,26.9,1.073
SM001,2025-05-08T00:39:21.304242,64.0,27.1,1.39
SM001,2025-05-08T01:39:21.304242,55.4,26.5,1.18
SM001,2025-05-08T02:39:21.304242,56.2,26.7,0.985
SM001,2025-05-08T03:39:21.304242,55.6,26.7,0.999
SM001,2025-05-08T04:39:21.304242,57.5,27.0,1.261
SM001,2025-05-08T05:39:21.304242,57.7,26.5,1.126
SM001,2025-05-08T06:39:21.304242,52.6,26.2,0.847
SM001,2025-05-08T07:39:21.304242,57.0,27.0,1.317
SM001,2025-05-08T08:39:21.304242,58.9,27.0,1.067
SM001,2025-05-08T09:39:21.304242,50.8,26.6,1.036
SM001,2025-05-08T10:39:21.304242,63.4,26.6,1.192
SM001,2025-05-08T11:39:21.304242,69.1,26.0,1.436
SM001,2025-05-08T12:39:21.304242,53.6,26.6,1.124
SM001,2025-05-08T13:39:21.304242,55.7,26.8,1.06
SM001,2025-05-08T14:39:21.304242,58.6,26.8,1.113
SM001,2025-05-08T15:39:21.304242,51.5,26.5,1.01
SM001,2025-05-08T16:39:21.304242,51.5,27.1,0.953
SM001,2025-05-08T17:39:21.304242,57.7,26.3,0.981
SM001,2025-05-08T18:39:21.304242,58.1,26.3,1.172
SM001,2025-05-08T19:39:21.304242,60.1,26.2,1.372
SM001,2025-05-08T20:39:21.304242,75.8,27.2,1.457
SM001,2025-05-08T21:39:21.304242,59.7,26.6,1.129
SM001,2025-05-08T22:39:21.304242,56.7,26.9,1.014
SM001,2025-05-08T23:39:21.304242,71.4,26.7,1.402
SM001,2025-05-09T00:39:21.304242,61.7,26.6,1.181
SM001,2025-05-09T01:39:21.304242,60.6,26.6,1.178
SM001,2025-05-09T02:39:21.304242,58.3,27.1,1.115
SM001,2025-05-09T03:39:21.304242,50.3,26.3,0.967
SM001,2025-05-09T04:39:21.304242,55.6,25.9,0.944
SM001,2025-05-09T05:39:21.304242,56.0,26.6,1.238
SM001,2025-05-09T06:39:21.304242,58.8,26.9,1.22
SM001,2025-05-09T07:39:21.304242,56.2,27.3,1.236
SM001,2025-05-09T08:39:21.304242,58.2,27.1,1.388
SM001,2025-05-09T09:39:21.304242,54.3,27.2,1.041
SM001,2025-05-09T10:39:21.304242,58.0,26.1,0.963
SM001,2025-05-09T11:39:21.304242,52.3,25.7,1.054
SM001,2025-05-09T12:39:21.304242,51.1,26.9,1.075
SM001,2025-05-09T13:39:21.304242,55.1,26.0,1.065
SM001,2025-05-09T14:39:21.304242,62.4,26.5,1.222
SM001,2025-05-09T15:39:21.304242,64.1,26.3,1.162
SM001,2025-05-09T16:39:21.304242,53.7,26.3,1.063
SM001,2025-05-09T17:39:21.304242,60.8,27.0,1.25
SM001,2025-05-09T18:39:21.304242,56.1,26.0,0.98
SM001,2025-05-09T19:39:21.304242,60.4,26.7,1.059
SM001,2025-05-09T20:39:21.304242,62.1,27.0,1.143
SM001,2025-05-09T21:39:21.304242,64.6,26.5,1.41
SM001,2025-05-09T22:39:21.304242,57.6,26.1,1.105
SM001,2025-05-09T23:39:21.304242,57.6,26.9,1.225
SM001,2025-05-10T00:39:21.304242,61.7,25.9,1.341
SM001,2025-05-10T01:39:21.304242,55.2,25.8,1.092
SM001,2025-05-10T02:39:21.304242,52.1,26.3,1.063
SM001,2025-05-10T03:39:21.304242,61.6,26.5,1.265
SM001,2025-05-10T04:39:21.304242,56.7,26.0,1.129
SM001,2025-05-10T05:39:21.304242,58.9,26.9,1.138
SM001,2025-05-10T06:39:21.304242,55.2,27.0,0.91
SM001,2025-05-10T07:39:21.304242,59.2,26.7,1.252
SM001,2025-05-10T08:39:21.304242,56.0,26.3,1.163
SM001,2025-05-10T09:39:21.304242,57.6,26.8,1.145
SM001,2025-05-10T10:39:21.304242,51.6,26.0,1.002
SM001,2025-05-10T11:39:21.304242,52.6,26.7,0.924
SM001,2025-05-10T12:39:21.304242,59.4,26.4,1.01
SM001,2025-05-10T13:39:21.304242,55.9,26.4,1.289
SM001,2025-05-10T14:39:21.304242,56.5,26.9,1.213
SM001,2025-05-10T15:39:21.304242,49.3,26.7,0.997
SM001,2025-05-10T16:39:21.304242,55.1,26.5,1.193
SM001,2025-05-10T17:39:21.304242,54.0,26.3,1.144
SM001,2025-05-10T18:39:21.304242,52.7,26.1,0.986
SM001,2025-05-10T19:39:21.304242,58.8,26.2,1.361
SM001,2025-05-10T20:39:21.304242,55.7,27.0,1.206
SM001,2025-05-10T21:39:21.304242,55.2,27.5,0.886
SM001,2025-05-10T22:39:21.304242,53.2,26.5,1.007
SM001,2025-05-10T23:39:21.304242,59.1,25.8,1.382
SM001,2025-05-11T00:39:21.304242,56.1,26.9,1.178
SM001,2025-05-11T01:39:21.304242,58.8,26.2,0.917
SM001,2025-05-11T02:39:21.304242,55.2,26.4,1.062
SM001,2025-05-11T03:39:21.304242,63.2,26.8,1.062
SM001,2025-05-11T04:39:21.304242,54.8,26.2,1.055
SM001,2025-05-11T05:39:21.304242,53.9,27.2,0.946
SM001,2025-05-11T06:39:21.304242,51.6,27.3,1.132
SM001,2025-05-11T07:39:21.304242,52.4,26.4,1.073
SM001,2025-05-11T08:39:21.304242,51.6,27.3,1.044
SM001,2025-05-11T09:39:21.304242,48.0,26.1,1.133
SM001,2025-05-11T10:39:21.304242,52.5,26.9,0.973
SM001,2025-05-11T11:39:21.304242,49.5,26.9,0.954
SM001,2025-05-11T12:39:21.304242,52.5,27.1,1.044
SM001,2025-05-11T13:39:21.304242,56.4,26.7,1.092
SM001,2025-05-11T14:39:21.304242,58.2,26.2,1.11
SM001,2025-05-11T15:39:21.304242,52.4,26.6,0.87
SM001,2025-05-11T16:39:21.304242,50.8,26.8,1.139
SM001,2025-05-11T17:39:21.304242,52.7,27.6,1.11
SM001,2025-05-11T18:39:21.304242,50.4,26.1,1.048
SM001,2025-05-11T19:39:21.304242,56.2,26.3,1.267
SM001,2025-05-11T20:39:21.304242,59.4,26.8,1.274
SM001,2025-05-11T21:39:21.304242,54.0,27.1,1.019
SM001,2025-05-11T22:39:21.304242,55.1,26.6,0.956
SM001,2025-05-11T23:39:21.304242,51.8,26.6,1.03
SM001,2025-05-12T00:39:21.304242,75.0,26.1,1.517
SM001,2025-05-12T01:39:21.304242,53.0,26.4,1.127
SM001,2025-05-12T02:39:21.304242,52.7,26.3,0.936
SM001,2025-05-12T03:39:21.304242,52.0,26.8,1.188
SM001,2025-05-12T04:39:21.304242,61.2,26.5,1.398
SM001,2025-05-12T05:39:21.304242,52.5,26.2,1.314
SM001,2025-05-12T06:39:21.304242,66.2,26.5,1.438
SM001,2025-05-12T07:39:21.304242,54.9,26.3,1.001
SM001,2025-05-12T08:39:21.304242,52.0,26.7,1.032
SM001,2025-05-12T09:39:21.304242,48.8,27.2,1.061
SM001,2025-05-12T10:39:21.304242,54.8,27.0,1.165
SM001,2025-05-12T11:39:21.304242,51.9,26.6,0.816
SM001,2025-05-12T12:39:21.304242,44.1,26.4,0.87
SM001,2025-05-12T13:39:21.304242,49.3,26.9,1.01
SM001,2025-05-12T14:39:21.304242,65.9,26.9,1.253
SM001,2025-05-12T15:39:21.304242,55.7,27.0,0.989
SM001,2025-05-12T16:39:21.304242,56.8,26.9,0.99
SM001,2025-05-12T17:39:21.304242,56.0,27.5,1.276
SM001,2025-05-12T18:39:21.304242,62.9,26.3,1.199
SM001,2025-05-12T19:39:21.304242,56.3,26.4,1.221
SM001,2025-05-12T20:39:21.304242,60.9,27.3,1.315
SM001,2025-05-12T21:39:21.304242,55.5,25.8,1.172
SM001,2025-05-12T22:39:21.304242,75.4,26.0,1.463
SM001,2025-05-12T23:39:21.304242,57.0,26.3,0.972
SM001,2025-05-13T00:39:21.304242,53.6,26.3,0.974
SM001,2025-05-13T01:39:21.304242,57.0,26.5,1.151
SM001,2025-05-13T02:39:21.304242,59.9,26.6,1.229
SM001,2025-05-13T03:39:21.304242,54.3,27.0,1.224
SM001,2025-05-13T04:39:21.304242,58.2,26.4,1.243
SM001,2025-05-13T05:39:21.304242,60.4,26.5,1.185
SM001,2025-05-13T06:39:21.304242,56.2,27.2,1.122
SM001,2025-05-13T07:39:21.304242,53.8,26.7,0.911
SM001,2025-05-13T08:39:21.304242,55.7,26.2,0.947
SM001,2025-05-13T09:39:21.304242,53.8,25.6,1.026
SM001,2025-05-13T10:39:21.304242,49.5,27.0,1.171
SM001,2025-05-13T11:39:21.304242,47.1,27.1,1.065
SM001,2025-05-13T12:39:21.304242,50.2,26.7,0.978
SM001,2025-05-13T13:39:21.304242,49.6,26.0,1.218
SM001,2025-05-13T14:39:21.304242,55.0,27.4,0.963
SM001,2025-05-13T15:39:21.304242,55.9,25.6,1.201
SM001,2025-05-13T16:39:21.304242,55.8,27.8,1.247
SM001,2025-05-13T17:39:21.304242,60.0,26.2,1.323
SM001,2025-05-13T18:39:21.304242,60.0,26.7,1.28
SM001,2025-05-13T19:39:21.304242,51.5,26.3,1.099
SM001,2025-05-13T20:39:21.304242,64.8,26.1,1.271
SM001,2025-05-13T21:39:21.304242,56.8,26.8,1.174
SM001,2025-05-13T22:39:21.304242,58.1,26.6,1.122
SM001,2025-05-13T23:39:21.304242,52.8,26.7,1.174
SM001,2025-05-14T00:39:21.304242,57.2,26.1,1.228
SM001,2025-05-14T01:39:21.304242,57.4,26.4,1.279
SM001,2025-05-14T02:39:21.304242,63.5,27.0,1.362
SM001,2025-05-14T03:39:21.304242,58.8,26.4,1.208
SM001,2025-05-14T04:39:21.304242,52.7,26.6,1.08
SM001,2025-05-14T05:39:21.304242,55.0,27.0,0.858
SM001,2025-05-14T06:39:21.304242,62.6,26.2,1.495
SM001,2025-05-14T07:39:21.304242,52.1,26.6,1.072
SM001,2025-05-14T08:39:21.304242,74.5,26.3,1.565
SM001,2025-05-14T09:39:21.304242,60.8,26.2,0.942
SM001,2025-05-14T10:39:21.304242,53.0,25.8,1.144
SM001,2025-05-14T11:39:21.304242,51.2,27.0,1.019
SM001,2025-05-14T12:39:21.304242,51.5,26.2,0.879
SM001,2025-05-14T13:39:21.304242,52.3,26.1,1.153
SM001,2025-05-14T14:39:21.304242,48.4,26.4,1.051
SM001,2025-05-14T15:39:21.304242,53.8,27.4,0.82
SM001,2025-05-14T16:39:21.304242,61.0,26.7,1.183
SM001,2025-05-14T17:39:21.304242,56.9,26.8,1.004
SM001,2025-05-14T18:39:21.304242,66.2,26.4,1.163
SM001,2025-05-14T19:39:21.304242,54.4,26.7,1.098
SM001,2025-05-14T20:39:21.304242,53.4,27.2,1.086
SM001,2025-05-14T21:39:21.304242,57.5,26.8,1.194
SM001,2025-05-14T22:39:21.304242,58.2,26.0,1.301
SM001,2025-05-14T23:39:21.304242,59.6,26.2,1.209
SM001,2025-05-15T00:39:21.304242,60.8,26.1,1.214
SM001,2025-05-15T01:39:21.304242,66.5,26.5,1.473
SM001,2025-05-15T02:39:21.304242,58.9,26.1,1.114
SM001,2025-05-15T03:39:21.304242,55.5,27.1,1.031
SM001,2025-05-15T04:39:21.304242,69.5,26.8,1.487
SM001,2025-05-15T05:39:21.304242,54.2,26.6,1.084
SM001,2025-05-15T06:39:21.304242,58.4,26.9,1.191
SM001,2025-05-15T07:39:21.304242,53.6,26.7,1.013
SM001,2025-05-15T08:39:21.304242,48.7,26.4,0.851
SM001,2025-05-15T09:39:21.304242,53.8,26.5,1.199
SM001,2025-05-15T10:39:21.304242,53.1,26.5,1.247
SM001,2025-05-15T11:39:21.304242,51.0,26.2,1.103
SM001,2025-05-15T12:39:21.304242,49.9,25.3,1.038
SM001,2025-05-15T13:39:21.304242,50.1,28.0,1.127
SM001,2025-05-15T14:39:21.304242,55.5,26.5,1.1
SM001,2025-05-15T15:39:21.304242,54.0,26.7,1.067
SM001,2025-05-15T16:39:21.304242,51.1,26.7,1.04
SM001,2025-05-15T17:39:21.304242,56.5,26.2,0.921
SM001,2025-05-15T18:39:21.304242,60.3,25.7,1.241
SM001,2025-05-15T19:39:21.304242,53.1,26.5,1.115
SM001,2025-05-15T20:39:21.304242,56.6,26.9,1.083
SM001,2025-05-15T21:39:21.304242,52.5,26.0,1.213
SM001,2025-05-15T22:39:21.304242,53.6,25.6,1.127
SM001,2025-05-15T23:39:21.304242,58.0,27.2,0.953
SM001,2025-05-16T00:39:21.304242,50.9,25.9,1.038
SM001,2025-05-16T01:39:21.304242,56.6,26.4,1.181
SM001,2025-05-16T02:39:21.304242,57.6,26.7,1.151
SM001,2025-05-16T03:39:21.304242,54.3,25.6,1.129
